Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Pitch,Roll,Label
3.3011345743671754,2.1307098693961666,-0.2737901240163142,267.76826901506945,-266.6968002490699,-210.7249286155274,72.6038808146671,74.81292321068507,1
0.2997788749331214,-0.10978603635282447,1.131822145900739,2.6806583250287943,-17.172952159876772,45.78167457650146,-0.6468388029409553,-13.952258436532198,0
-0.20653303257802835,0.4324212023639844,0.6758928656091625,-16.803594411519974,33.57609261098938,-18.05994159606582,-26.398062961142625,9.879899321686537,0
-2.216416319681178,2.925663283326273,-0.20416785985361208,-204.7567768557505,290.41985035075265,-203.549890051833,-85.47660913418441,-83.37844047739794,1
-2.3992682553299858,3.948290794775008,0.008608736532932149,-248.73729282318084,-291.4358214418016,290.4353664210107,-63.07634795119969,-56.26925721537531,1
-3.082429032278574,-3.813387199289556,2.956948587823324,-228.01166902875343,214.35317634853664,-284.8365897960026,-77.46107481222771,73.0097249512119,1
-0.4449046413821085,-0.7851133502143381,1.6636930296569994,-44.509705927678176,38.94513356151363,29.168493517295417,-13.622175645706246,-8.931659887522741,0
-2.963351767766131,2.850944818269416,0.16099911640061326,-277.48399074721226,-217.85243166171568,-220.01930341119993,-83.38663492380071,53.968210851278045,1
-0.2986815248545154,-0.4167128758047598,1.9030582195801025,36.79072087046136,24.236981730529678,-13.182614540020168,-29.538251503755905,-28.761217316550397,0
-0.4180954558683112,-0.020790912369709424,1.4939853674836239,20.128494920489175,38.20469744936682,23.340734969627235,12.227263457580335,2.152883683323573,0
-3.1877656025371586,-3.375770478444528,2.8160014938153086,-228.38162618546522,204.45139645876276,-286.9942644011643,-67.13531602043001,78.559554945146,1
0.3734114275395757,-0.1368806187324072,1.2400753756906722,45.11411559486825,-8.508115856460542,-14.868549122002229,10.935568136000711,-5.89316405049011,0
-0.21430785009715203,-0.838119205173631,2.1129163105366815,-41.775361109922386,-9.828006618540975,29.181113730394316,-15.361459870469572,-15.30806628054268,0
